Speaker,Time,Date,Duration,Statement,Region,High Contracting Party
JAPAN,17:01:25,2024-03-04,0:03:55,"Thank you , Mr. Chairperson . First of all , I would like to join others to support your approach . Indeed , this is what we proposed in our general statement that the languages , those languages , most of them were seen in the Chair's last year's Chair's first draft for the substantive report . And this could be a very good basis for further discussions . And I would like to provide very preliminary thoughts which have been already addressed by my previous speakers . First , I think as for the first bullet , I agree with my immediate previous speakers as Switzerland Delegation that our focus of regulation should be not technology but it is weapons , weapon system . So I think in that way we need to improve the language . And other ones activated , I think this is no issue for us . And the third bullet , we the first proposal is identity , identify , select and engage . These languages are from our proposal , joint proposal . So we prefer those languages but we can also consider others if we can engage in more detailed discussions on what those other languages , words , technical means . And then I think the fourth bullet , deploy and apply force , I think I am not native speakers of English but probably engagement which we used in the third bullet could have similar meanings . Of course , it is not exactly the same but by continuing what the deploy and apply force exactly means in comparison with engagement , probably we can find common ground . And then the last three about human involvement , I think this is a very difficult issue and I think before I agree on how we name this point , probably we should engage more to address the content of human and machine interactions . And for Japan , it is important to consider the way to make sure that humans are involved responsibly throughout the weapons life cycle and especially that such weapon system should be used under the responsibility of the human command and control . Indeed , there is a consensus among many countries on the importance of this human responsibility . Thank you .",Asia-Pacific States,Yes
UNITED STATES,17:05:30,2024-03-04,0:06:51,"Thank you , Chair . Like other Delegations , I think the first thing we wanted to say was how grateful we are that you have put this on the screen . This is exactly the kind of substantive engagement that we were hoping to see . We are seeing it on day one of this meeting and we welcome your initiative and we welcome the comments that we have heard from other Delegations so far . For anyone looking at this , I think the immediate reaction is there are very fine distinctions now that seem to separate the way Delegations are thinking about these important concepts . We are already very close but there are important issues to work through as we think about which words to choose . And so we have welcomed hearing from other Delegations about how they understand the different words , what meaning those words bring to their Delegations . Like the Delegations of Switzerland and Japan , I think it is important to understand how this definition will fit into an entire instrument and so obviously that is going to be important . What comes before it , what comes after it will be important . But we wanted to emphasize the points that both Switzerland and Japan have made that by focusing on emerging technologies is the way we frame the question and by focusing on technology in the first bullet , we may be losing sight of the need to really focus on the weapon systems themselves . Those are the objects that we have been focused on in this body . And so I think some further work on how we understand the differentiation between technology and weapon would be important . The idea of emerging is not addressed in the bullets themselves . We move straight from emerging to bullets that do not address emerging . And this Chair gets at one of the other points that you made in setting up our discussion this afternoon . For some Delegations , the importance of the definition is to identify that which must be prohibited . For other Delegations , the definition and I think for our Delegation , this is how we would think about it , the definition is something that reflects weapon systems that currently exist . And so working through that question will be important . I think for us , the idea is that we are identifying characteristics of weapon systems that currently exist that may be lawful . And so it will be important to make sure that we all have the same understanding as we move forward . Moving down the list on the bullet relating to the selection and engagement , for our Delegation , it is worth noting that identify , select and engage , those three terms have previously found consensus in this body . And so if you look back at previous reports , for example , the 2019 report , we use all three terms . And they mean different things . We appreciate that many Delegations have focused on the selection and the engagement pieces of this bullet . But the identification piece for us is an important piece to understand . What it is saying is that there is a step in which a weapon using technology could identify something that is a potential target . And the next step would be once identified to select the target . But there is an important other side of that coin , which is the ability to differentiate between things that should be selected as a target and things that should not be selected as a target . And this gets at one of the important benefits of technologies , the ability to enhance an operator's effort to distinguish between a military target and something that is not a military target . Like other Delegations , I think it is important for us to , moving to the next bullet , to retain an application of force . We are talking about lethal weapons systems . So for us , I think that would be a better way to approach it . The next bullet , without further or direct or concurrent , for our Delegation , further is clean . It is understandable . It represents a break in time . The idea of direct or concurrent involvement or intervention for us seems like something that would itself require further definition and further understanding . And so I know some of our colleagues said upon reflection they thought maybe further might be a good one to focus on . I think for us it is very precise . And with respect to the last subbullet , I think , again , we are motivated by precision to favor the intervention by an operator . It , again , gets at the human being that would actually be in charge of the system . I think some of these more generic references leave open the question of who exactly we are talking about , whereas identifying with precision that we are talking about the operator of the system for us brings a certain precision . And I know I have used the word precision several times in this intervention , but at the point at this point in our discussions , I think this is what we should be striving for as a body . We are looking to develop guidelines that will shape behavior and the most effective way to do that is to be precise . Thank you .",Western European and other States,Yes
MEXICO,17:12:35,2024-03-04,0:04:47,"Many thanks , Chair . To begin , I would like to thank you for the way in which you have organized our discussions . And though Mexico did not present replies or was not able to offer replies to your questions and , in fact , we do have a statement to make about our position , but given that , we will now react to what you have displayed on the screen for us . Well , first off , looking at what we have on the screen , we believe that it is quite welcome that your first approach to the definitions or characterizations is not on the technical foundations of weapons , but rather your approach considers what the fundamental definitions and what the human role is vis -a-vis the weapon . And that is compatible with the position that my Delegation has had , for example , the work that we presented jointly with Chile and Brazil . As we have said before , a characterization using technical criteria would have some issues , among them the possibility that regulation could in the future be anachronical and leave out autonomous systems that would include technology that is not known today . On the second bullet point , once activated , from my Delegation's standpoint , it would seem to us that activation is an implicit consideration found in the following bullet points . We cannot have a system that can select or use force without it having been activated . What is relevant here , as we see it , it is the potential and not its activation as much . On the third and fourth bullet points , we believe that the essential functions as we have said in other opportunities where we have defined it as essential functions , the essential functions have been defined as the selection of targets , engagement , and the use of force . But at the same time , we understand that each one of these concepts has , which within it , some specific actions . But we do not believe that it is necessary to list them out , such as to identify and to track . All of these are implicit in selection as we understand it . And then on the fifth bullet , we agree with Brazil . Intervention seems to me to be the more all - encompassing term . But here what Austria said as well is worth bearing in mind . And I think that this last point , in addition to being the most critical for my Delegation and as many Delegations have said , significant human involvement , the fact remains that this is deeply intertwined with regulation , any potential relegation we might have with bands and regulations because the bands and regulations would actually be defining the specific role of humans for the weapon systems that use them . So over and above having a philosophical debate over agency or intervention or what word we are going to use , these here are the main ideas that will be established in a regulation so as to ensure that there is effective human intervention . And then on the last bullet , we agree any use of force . And lastly , to conclude and we have said this in the past , we would like to express our agreement with Belgium , Brazil and Switzerland that if this approach will be done through existing legal systems and in particular , bearing in mind international humanitarian law , then the term lethal is not one that fits within the characteristics of the use of force . The which is why we do not believe it would be of much use in our discussions . Thank you .",Latin American and Caribbean States,Yes
CUBA,17:17:34,2024-03-04,0:03:52,"Thank you , Chair . We as a country have a few ideas that we would like to share with everyone about this section on curiosity and restrictions and definitions . We will be addressing the ideas that have been presented on the screen later on . To begin , for our Delegation , an agreed upon characterization of autonomous weapons is very useful in order to fulfill the existing mandate , which is why we appreciate this approach . Our Delegation understands that this is an important issue and one that cannot be set aside . However , it cannot be used as a pretext either in order to avoid carrying out negotiations . Existing protocols within the Convention must be seen as good examples to follow . We believe that an exercise as the one we are currently engaged in with definitions and characterizations must consider completely autonomous weapons as well as semi-autonomous weapons . For our Delegation , autonomous weapons must be seen as those that act without human involvement once they are deployed . Semi-autonomous weapons for their part are to be understood as those that have human oversights , at least during the critical stages , that is for the selection and the attack of targets , as is found in the working document of our Delegation from 2016 . Military drones among other weapons with certain level of autonomy that are already being used must also be considered as semi-autonomous weapons and ought to be effectively regulated . Seizing control , responsibility and human involvement in decisions on the use of force , algorithms and controlled processes online raise fundamental ethical issues . It is obvious for our Delegation that human involvement and oversight lie at the very core of future characterizations of these systems and they determine whether or not they can be developed or not in the first place and in the second , how they ought to be regulated . It is for these reasons that we believe that to reach common understandings as part of this exercise on concepts such as significant human involvement can also be most useful in our efforts . Turning now our comments to the proposals found on the screen , we would like to express our appreciation to you , your team and the Secretariat for having prepared them . Quite preliminarily we can say that we do see merits in the inclusion of this set of characterizations of the three following points . First , the critical functions of selection and attack of targets as these are a component of the characterization that we agree with in our national capacity . Secondly , apply force as a continuance of the previous idea and an important part of significant human intervention . Third , the notion of human intervention , which is important . We believe that keeping the human component is essential were we to consider other proposals such as an operator involvement . For our Delegation , it will be important to consider a potential characterization in the context of a whole host of elements of broader instruments or measures and bearing in mind that future regulations would take these characterizations into account . Thank you .",Latin American and Caribbean States,Yes
INTERNATIONAL COMMITTEE FOR ROBOT ARMS CONTROL,17:22:02,2024-03-04,0:02:06,"But first , we have the Representative of ICREC . I think it is now on . Thank you very much , Chair . Two points that I would want to raise . The first one actually in support of the point I think which was made by the Delegation from Austria regarding the first phrase that reads an emerging technology in the areas of laws can be characterized as . I think we may need to rearrange that because as it reads , it seems as if we are focusing just about any emerging technology from facial recognition , tech , GPS , etc. that obviously are able or can be able to enable autonomous systems and I do not think that is our intention . The suggested text there could read something like and I open course here , a lethal autonomous weapon system or lethal autonomous weapon systems can be characterized as systems that are enabled by certain emerging technologies and once activated , everything then follows . It becomes a little bit clearer that we are actually focusing on the weapon systems themselves . Then the second point regards bullet points number 3 to 5 . And there , Chair , it appears to point to the critical issue on the making of the decision to use force . In characterizing these bullet points , I would invite Delegates to perhaps relate these terminologies to international humanitarian law . In armed conflict and under IHL , what does it mean to make a decision to use force or to direct an attack ? The potential reason , Chair , why we have all these various terminologies contained in bullet point number 3 to 5 is that there is no common understanding on what is meant by making of the decision to use force . Can anything in existing IHL or other relevant international norms guide us on how we characterize these particular bullet points ? That would be my intervention . Thank you , Chair . I would like to thank you for your intervention .",Non-applicable,No
INDIA,17:24:20,2024-03-04,0:02:28,"Thank you , Mr. President . Let me begin by appreciating your efforts , the guiding questions and the various compilations that the Secretariat has produced . We are trying to capture something elusive and novel and something which has consistently outpaced regulatory efforts . At a general level , for us , the definition is related to the scope and to the obligations of the instrument and for compliance if that is applicable . For example , if we are talking of prohibitions and restrictions , does this definition apply to either prohibitions or restrictions or both ? What is it that we are a technology that meets these criteria ? Is this to be prohibited or restricted or are they different ? That is one point . My second point is that we would like to have a clearer understanding of which technologies or which weapons or which weapon systems or which effects in users of such technologies , weapons and weapon systems might be affected by a potential instrument and what would be the impact on future weapons and weapon systems ? Clarity and precision are important . We will , of course , have to study the elements carefully and come back with our detailed comments . A couple of other points . One , we have consistently said that we are discussing in this context the lethal uses of force . Second , are we talking of technologies or weapons and weapon systems ? We have also consistently said that technology should not be stigmatized . We would , therefore , at this stage indicate a preference for approaching this with the intention of identifying specific weapons and weapon systems . On the question of human intervention / control / involvement / agency , this is very difficult and we will need to study this further . We are okay with the concept of activation and with identification , selection and engagement . Thank you . I would like to thank you for your intervention .",Asia-Pacific States,Yes
ISRAEL,17:26:58,2024-03-04,0:02:08,"Thank you , Chair . At the outset , allow me to congratulate you , Ambassador Hinderbosch , for assuming your duties and leading our work in the GGE . I join others in thanking you and the Secretariat for this compilation of characterizations of laws . As means of a very preliminary reaction to the different suggestions on the screen , we will offer two non-exhaustive substantive comments . First , similar to other colleagues , it is Israel's position that any characterization of laws must focus on lethal autonomous weapon systems and not just any weapon systems in line with our current mandate . Similarly , our focus should be on the exercise of lethal force by such systems as the inclusion of nonlethal force would lead to broadening the debate to encompass fields which fall outside the purview of the CCW's mandate and expertise such as law enforcement contexts . By deviating from the issue of lethality and autonomous weapons , we risk losing sight of compliance with the key aspects of using weapons under IHL , particularly compliance with targeting rules which has been the focus of our discussions in the past . Additionally , in response to certain comments , we stress that the distinction between lethal force and other types of force is a well - established distinction under international law recognized by numerous stakeholders . Therefore , we think that the lethality element must stay within our mandate . Second , any reference to the functions of identification , selection and application of force against targets should be confined to independent exercise of all these functions in order to discern laws from automated weapons that are not the focus of our discussion , for example , precision guided munitions . For the same reason , it should be made explicit that we address systems that identify , select and then engage targets . In other words , these functions are cumulative and not alternative . That is all I have for now . Thank you , Ambassador . Thank you for that .",Western European and other States,Yes
UNITED KINGDOM,17:29:30,2024-03-04,0:03:25,"Let me now first give the floor to the representative of the United Kingdom . You have the floor . Thank you , Mr. Chair . Thank you for this exercise which we join Delegations around the room in applauding for allowing meaningful discussion . Nevertheless , it is something of a vexed point to start on because it feels like yet again we are talking about definitions . So the UK would note our position and our understanding of a number of the positions in this group that the substance of our discussion actually lies less in how the system is described but rather in how the system with autonomous function might meet the requirement of IHL . We need to be clear that we are setting up a description to meaningfully guide this conversation around measures . It can not intrinsically assume a value judgment over the technology itself . If our description immediately lands on those , to use the words of other Delegations in this room , fully autonomous systems which would be necessarily banned , that is not what this exercise is about and therefore we must be careful in the parameters of our description . In terms of describing the system with autonomous functions , I would make the point to start with that there is actually no meaningful definition of a lethal weapon in IHL . A weapon is equipment designed for use to apply offensive capability which may cause injury or damage . Arguing over degrees of lethality does not really add to that description . We would agree with previous Delegations in relation to the point of this description and remember that some of the sort of measures that we have seen would be measures which include regulation of technology and some which would include regulation of the use of weapons but the focus of the conversation has been about autonomous weapons systems . The UK has been chewing over the final limb of the definition that we have up on the board and trying to work out what is meant by further and direct intervention by an operator and whether this might mean that we are inadvertently excluding semi-autonomous systems which may well benefit from being included in any sort of best practice measures . In doing so , we have alighted on the third bullet and we would ask the question of whether those points in the third bullet of identifying , selecting and engaging are cumulative or can any of these functions be autonomous to enable the system to come within our discussion . What we think the principles that this definition is starting to alight on is that we are looking at weapon systems which once activated perform some or all of the decision making functions within an engagement process such as detecting , identifying , selecting and engaging in order to apply force without the requirement for but not excluding the possibility for further human involvement . Noting that this description is not presumptive of regulatory outcome , we would suggest that a description that addresses these principles would provide the most meaningful basis of our discussion about measures that may apply in the context of weapons and include functions that allow degrees of autonomy . Thank you , Mr. Chair .",Western European and other States,Yes
PHILIPPINES,17:33:08,2024-03-04,0:01:22,"Thank you , Mr. Chair . We join Delegations in expressing our support to the Chair's approach for the discussions . For the first bullet we would like to join Japan , Switzerland and the US on their opinion on focusing on the weapon systems and not on the technology . For consideration we offer the following language : Weapon systems based on technologies that enable it to so that the focus is on the weapon systems and not on the technology . Noting the explanation provided by the United States distinguishing identify from select , we express our preference on identify , select and engage . On applying force , we also join Delegations before us who said that lethal qualifier is not needed here . As the full name of the CCW indicates , weapons that are excessively injurious or to have indiscriminate effects should be included and not necessarily lethal . For the last bullet , this section needs to reflect that the intervention should be meaningful or significant and not mere token intervention . We are also open to further understanding the term agency . We would like also to join previous Delegations recommending adding human in the phrase intervention by a human operator . Thank you , Mr. Chair . Thank you for your intervention .",Asia-Pacific States,Yes
PAKISTAN,17:34:38,2024-03-04,0:03:56,"Thank you , Chair . In line with other speakers , we would also like to commend you for the manner in which you have chosen to conduct our work which makes us engage on these important questions . So we really appreciate that opportunity . We would also like to share some comments on the questions that you have put forward on the screen , but first before some general observations on the exercise that we are engaging in in terms of definitions . I would like to recall I think it was stated by Ambassador D' Amico last year when we were engaging on this very question that the definitions are helpful as long as they are helpful . So it is important that we remain very closely tied to that thought process that if we are engaging in this exercise of characterizations and definitions , they need to be very closely wedded to the governance framework or in this case prohibitions or regulations which will be followed after this . Secondly , I think an important principle that an important parameter that we established in our previous conversations while having this discussion on characterization and definition was this technology proof nature of this conversation and that was also endorsed in the report that we adopted last year in the paragraph 20 of the 2023 GGE report . And that is why we believe that definition on physical characteristics of these weapon systems may run the risk of not being technology proof . So we support the capability and functional approach that is also in line with the existing examples of the convention and protocols in protocol 3 , protocol 4 and protocol 1 as well . Now on the questions on the bullets that appear on the screen , our Delegation also sees merit that we need to be very clearly talking about directly about the weapon systems when we try to characterize them . So in essence we can support the formulation that has just been put forward by the Distinguished Delegate of the Philippines on this count . On the issue of in the third bullet , we note that we have used in our previous reports the qualifiers , the characteristics of identification , selection and engagement of targets . So that is certainly preferable for our site . We also believe that when we talk about application of force , we do not need additional qualifiers and I think this point of view is also very lucidly put forward by ICRC in their submissions as well in terms of what kind of challenges in compliance of IHL could arise from these weapon systems that are not necessarily linked to lethality of application of force but are also needed in all other cases , for instance , in terms of causing injuries from these weapon systems . Lastly , Mr. Chair , we also favor the approach in terms of without further human intervention but as long as it is being described as a characteristic of these weapon systems . We also endorse this point of view that when we talk about the human control or the notion of meaningful human control , that is a notion that we would need to revisit in the context of prohibitions and regulations that we will address later on . But as of now , when we are talking about the characteristics , we believe that without the need of further human intervention during the critical functions of any weapon systems that could be used as a main characteristics of these weapon systems . Thank you .",Asia-Pacific States,Yes
COSTA RICA,17:39:10,2024-03-04,0:01:55,"Thank you , Chair . We thank you for giving this opportunity to participate in this exercise . I would like to make some preliminary comments on this proposal . My Delegation believes that we should focus on the system's functions and the role played by operators . We may run the risk of having a definition that will be out of date if we just focus on current technology as said by many other Delegations . As my Delegation said over the last three years together with Delegations that presented draft protocol 6 , we cannot limit our discussions with the qualification of lethality . The same is not compatible with IHL . This was explained on numerous occasions by the ICRC and was supported by different Delegations as was done recently by Belgium , Austria , Brazil , Switzerland and the UK Under first bullet point we agree with Switzerland and other Delegations we have to focus this debate on weapon systems and not technologies . Now my last point on the last bullet point , we believe that human intervention is the most appropriate language but we can also look at the proposal to look at the proposals related to human agency as an option . Thank you . I would like to thank you for your intervention .",Latin American and Caribbean States,Yes
AUSTRALIA,17:41:54,2024-03-04,0:03:38,"Thank you , Chair . The laws GGE has been discussing definitions and characteristics of emerging technologies in the area of laws for many years . There has been a tendency to go around in circles on this topic . That is why we join others in expressing appreciation for putting concrete text up on the screen that we can engage with . We share the view expressed by many Delegations in this room including in written submissions that it is not necessary to arrive at an exhaustive common definition of laws to make substantive progress and fulfill our mandate . That said , a certain shared conceptual clarity is clearly helpful when formulating elements of a future instrument on laws or indeed other measures . As you pointed out , Chair , and has been highlighted by others , different Delegations offer different definitions or characteristics of laws for different purposes . Some states propose definitions to indicate the broad range of systems that are relevant to the discussions of this group whereas other states are seeking to elaborate characteristics of laws to describe the types of laws that should be prohibited . But the purpose of the definition and where it might fit in a future instrument is critical context . But we will put that question to an aside for the moment . The draft Article's proposal that Australia cosponsored referred to autonomous weapon systems to include those weapon systems that once activated can identify , select and engage targets with lethal force without further intervention by a human operator . So the elements of a definition you have put on screen track pretty closely against this . It is our longstanding preference to refer to autonomous weapon systems instead of laws since autonomous weapons may have a range of effects including nonlethal that are regulated by IHL . Echoing the comment made by the US , the phrase "" technologies that enable "" is not necessary from our perspective . It is weapon systems that we are talking about , not only the technology that enables them . The formulations offered in bullet point 3 strike us as different ways of saying the same thing . We do not consider track to be a necessary inclusion . Indeed , arguably that narrows the definition of laws in a way that is not helpful . We understand that deploy is referring to the deployment of force which we understand to have the same meaning as apply force . We suggest that apply force is clearer to avoid any confusion with the deployment or activation of the weapon system . We would also note that apply force and engage which is noted in the bullet point before this have the same meaning and so we query whether we need both . Turning to bullet point 5 , in our view , these words , further , direct , concurrent , can be interpreted to mean quite different things . What we want to convey here is that following the activation of the oars , the weapon system is capable of doing certain things on its own and we think that the word further captures that best . For the reasons articulated by others before us , on the final bullet point , we suggest that intervention by a human operator is a more precise and useful formulation here than human involvement . Thank you , Chair . Thank you for your intervention .",Western European and other States,Yes
ICRC,17:45:42,2024-03-04,0:03:08,"Thank you , Chair . Thank you for your leadership in this exercise which we find a very useful way of drawing out substantive discussions . We support the approach taken here . We believe that characterization needs to have a broad enough scope to capture all autonomous weapons that raise humanitarian concerns and that need to be the subject of regulation and then within that scope of autonomous weapon systems , there will be some that require specific prohibitions , in our view , unpredictable autonomous weapons and those applying or designed or used to apply force against people and others for which restrictions are then needed . On the first bullet point on your text , we agree with what has been said by the Distinguished Delegate of Switzerland and then supported by the US , the UK , the Philippines , Pakistan and others regarding the need to focus on the weapon system itself and that aligns with the way in which international humanitarian law generally regulates weapons , means and methods of warfare rather than specific technologies . On the third bullet point , we share the concern raised by the Distinguished Delegate from Switzerland that not all of these functions are crucial . For us , the selection of the target is the key concept . If that is made cumulative with aspects such as identify and track , we do worry about unduly and perhaps inadvertently narrowing the scope to only systems with all of these characteristics . On the last bullet , we agree with the concept that human intervention should not be nominal . For us , the formulation of selecting and applying force without human intervention should at least be interpreted as excluding situations where a human does something nominal that does not alter those processes of target selection and force application . Finally , on the points that have been raised about any qualifier of lethality , we have consistently expressed the view shared here by Delegations including Belgium , Brazil , Switzerland , Mexico , Costa Rica , the UK and others that lethality is not a suitable characteristic to describe an autonomous weapon system and it finds no justification in IHL . IHL notably protects civilians not only against death but against injury . It protects combatants against superfluous injury and unnecessary suffering short of death . We recall that the prohibition in the CCW's protocol 4 is based on the ability of blinding laser weapons to produce those superfluous injury or unnecessary suffering effects . We would also recall that IHL protects civilian objects against material damage and destruction . So for us it is imperative that these other systems still fall within the scope of the GGE's discussions because there are crucial limitations that are necessary to govern the use of autonomous weapon systems against objects . Thank you , Chair . I thank you for your intervention and I have now Austria to be followed by Iran , China and Norway and then I think about slowly , slowly closing the list and not to already be in debt to the interpreters on the first day .",Non-applicable,No
AUSTRIA,17:49:12,2024-03-04,0:01:49,"The floor again . I think we are able to have an interactive discussion on a topic which is quite interesting and I congratulate you on your approach which has spared fruits . I think we are in a very good situation and a very good discussion . I just wanted to pick up on something that was mentioned or a question that was put into the room by the Indian Ambassador and that was also mentioned to some extent by Australia and Pakistan . I think the definitions that we are currently discussing must not be confused with any regulation or prohibitions that we have to discuss as well . And this is one point that we have made consistently over the past years that for a prohibition we do not necessarily that it is based on functions we do not necessarily need a full - fledged definition or characteristics or even technical characteristics . As mentioned before , this is also not in line with a technology neutral approach and there is also a widespread assumption among several countries that autonomy works on the spectrum . So what we are doing here is very useful but on the other hand , the definition that we are having here on the screen is not the prohibition . It is two different parts . At some point in the future we will probably focus on the prohibition and the definition will not be relevant anymore . Still , as mentioned , it is a very good discussion but the distinction between those two elements have to be clear otherwise we are getting into a too confusing debate . And one point I also wanted to make and Pakistan made it also before , we have protocols in the CCW where the definition sections describe the effects or the functioning of a weapon system but do not provide a physical description or a more detailed definition of what it is . Just to make this point as well . Thank you .",Western European and other States,Yes
IRAN (ISLAMIC REPUBLIC OF),17:51:10,2024-03-04,0:02:13,"Let me start it with we could not resolve any issue until we get familiar also with the philosophy and idea behind that . What is the model point of the laws ? Lethality or autonomy . In recent discussion there has been a tendency to focus solely on the autonomy aspect of laws often overlooking the critical lethality . Such approach overlooked the ethical and humanitarian aspects associated with the use of lethal force by autonomous weapon system . By emphasizing autonomy without consideration for lethal function of the system there is a risk of overlooking the gravity of the potential consequences . Therefore it is imperative to recognize the relationship between autonomy and lethality . Autonomy should not be divorced from its lethal implication . Rather it should be understood as the capacity of autonomy system to independently make decision that may result in lethal outcomes . This reframing ensure that discussion on autonomy are grounded in a comprehensive understanding of ethical , legal and humanitarian consideration inherent in the use of lethal force by autonomous system . Furthermore autonomy in laws must be understood within the context of their lethality . Highlighting the gravity of decisions made by the system and corresponding ethical responsibility . By recognizing the nature of autonomy and lethality policy maker could engage in more discussion and decision making process regarding the regulation and the use of laws . I remind that focusing on laws as the ultimate product and subject of regulation rather than attempting to address each and every emerging technologies contributing to their development could expedite the regulatory process and facilitate more effective decision making . Thank you , Mr. Chairman . I would like to thank you for your intervention .",Asia-Pacific States,No
CHINA,17:53:32,2024-03-04,0:03:51,"China has always believed the discussion on the definition and characterization are extremely important . This is the basis and the key for us to promote our substantive discussion including those on the further measures to be taken . We thank the Chair for his leadership and the preparation by the Secretariat as well as the contributions by parties . As for the points on the screen , China would share the following initial comments . First , what we want to regulate are weapons systems rather than technology . So the subject should be weapon systems . Two , we need to be clear as to what we are discussing here . The definition or characterization describes what should be prohibited or not acceptable laws or weapon systems in line with the above description should include weapons to be prohibited and those weapons that are not to be prohibited . China believes the discussion on the definition and characterization should be directly related to the measures to be adopted . General discussions are not inducive to the measures to be taken . Third , the above description does not mention lethal . This is a key element of our discussion on laws . Otherwise , the discuss is autonomous weapons systems or AWS characterization and definition rather than those of laws . This is not in line with the mandate of the GGE . Fourth , considering the technology related laws are under rapid development , the process by parties to resolve the issue of definition cannot be completed at one go . Currently , the discussion on the definition should take into consideration of the future development of the technologies and avoid the definition being out of date when the moment it is made . Fifth , the killing chain of the weapon systems including several links of observation , judging , deciding and acting , certain links which have autonomous functions does not make the weapon systems lethal or indiscriminative . Certain scholars mentioned concerns should be on the capability of the weapon systems to search , discover , identify , assess , engage , track and launch force against certain targets without the human intervention . China would recommend that we can further deepen our discussions on this . China also hopes that we will receive further text from the Secretariat to facilitate our study and as well as our preparation for the discussions over the next few days . Thank you , Mr. Chair . Thank you for your intervention and you will get the text by email tonight .",Asia-Pacific States,Yes
NORWAY,17:57:48,2024-03-04,0:01:49,"Thank you , Chair . The impression from listening to our discussions this afternoon is that even though we phrase ourselves slightly differently and we choose to emphasize different aspects of autonomous weapon systems at different times , we have a pretty good grasp of the sorts of systems to which we would like this characteristic or definition to apply . To our minds , we think selection and engagement probably would be very central , including probably also the application of force with the last very central element to be what is in the last bullet , however one would like to phrase it , human intervention or human involvement intervention by an operator . Of course , an important point was made earlier that you would like this human intervention to be of the right sort but introducing that sort of qualifier into a definition introduces vagueness that sometimes can lead to arguments about whether the human intervention was of the right sort . That being said , and that was the point that I wanted to make now at the end , is that it seems quite clear to me that the sort of human intervention that we are talking about is intervention related to the processes that we have indicated under bullets 3 and 4 . Now whether that proviso , that it is that sort of human intervention that we would like to talk about needs to be made explicit in the definition is a question that I would not like to answer at this time but that is something that I pose to the group for consideration . Thank you . Thank you very much for your intervention . I would like to thank you all , in particular the Distinguished Representative of the Republic of Korea who kicked off this discussion that in the end I think was a very rich discussion and often a rich discussion is sometimes not such a rich discussion but this is truly a rich discussion which we will continue tomorrow and you will be better equipped for that because we will mail you the the text for the first and second topic so you will be able to spend some time on that .",Western European and other States,Yes
