word_number,session_date,session_shift,word
6861,2024-08-26,Afternoon,us
6862,2024-08-26,Afternoon,a
6863,2024-08-26,Afternoon,system
6864,2024-08-26,Afternoon,which
6865,2024-08-26,Afternoon,incorporates
6866,2024-08-26,Afternoon,autonomy
6867,2024-08-26,Afternoon,this
6868,2024-08-26,Afternoon,system
6869,2024-08-26,Afternoon,would
6870,2024-08-26,Afternoon,remain
6871,2024-08-26,Afternoon,subordinated
6872,2024-08-26,Afternoon,on
6873,2024-08-26,Afternoon,human
6874,2024-08-26,Afternoon,control
6875,2024-08-26,Afternoon,and
6876,2024-08-26,Afternoon,its
6877,2024-08-26,Afternoon,decision
6878,2024-08-26,Afternoon,making
6879,2024-08-26,Afternoon,functions
6880,2024-08-26,Afternoon,would
6881,2024-08-26,Afternoon,rely
6882,2024-08-26,Afternoon,on
6883,2024-08-26,Afternoon,a
6884,2024-08-26,Afternoon,specific
6885,2024-08-26,Afternoon,framework
6886,2024-08-26,Afternoon,of
6887,2024-08-26,Afternoon,action
6888,2024-08-26,Afternoon,defined
6889,2024-08-26,Afternoon,by
6890,2024-08-26,Afternoon,humans
6891,2024-08-26,Afternoon,it
6892,2024-08-26,Afternoon,cannot
6893,2024-08-26,Afternoon,take
6894,2024-08-26,Afternoon,lethal
6895,2024-08-26,Afternoon,initiatives
6896,2024-08-26,Afternoon,which
6897,2024-08-26,Afternoon,would
6898,2024-08-26,Afternoon,lead
6899,2024-08-26,Afternoon,it
6900,2024-08-26,Afternoon,to
6901,2024-08-26,Afternoon,change
6902,2024-08-26,Afternoon,its
6903,2024-08-26,Afternoon,functioning
6904,2024-08-26,Afternoon,mode
6905,2024-08-26,Afternoon,in
6906,2024-08-26,Afternoon,a
6907,2024-08-26,Afternoon,fully
6908,2024-08-26,Afternoon,autonomous
6909,2024-08-26,Afternoon,fashion
6910,2024-08-26,Afternoon,more
6911,2024-08-26,Afternoon,specifically
6912,2024-08-26,Afternoon,as
6913,2024-08-26,Afternoon,to
6914,2024-08-26,Afternoon,the
6915,2024-08-26,Afternoon,text
6916,2024-08-26,Afternoon,under
6917,2024-08-26,Afternoon,discussion
6918,2024-08-26,Afternoon,on
6919,2024-08-26,Afternoon,the
6920,2024-08-26,Afternoon,whole
6921,2024-08-26,Afternoon,we
6922,2024-08-26,Afternoon,agree
6923,2024-08-26,Afternoon,with
6924,2024-08-26,Afternoon,the
6925,2024-08-26,Afternoon,first
6926,2024-08-26,Afternoon,paragraph
6927,2024-08-26,Afternoon,as
6928,2024-08-26,Afternoon,to
6929,2024-08-26,Afternoon,the
6930,2024-08-26,Afternoon,notion
6931,2024-08-26,Afternoon,of
6932,2024-08-26,Afternoon,nominal
6933,2024-08-26,Afternoon,human
6934,2024-08-26,Afternoon,input
6935,2024-08-26,Afternoon,which
6936,2024-08-26,Afternoon,was
6937,2024-08-26,Afternoon,raised
6938,2024-08-26,Afternoon,by
6939,2024-08-26,Afternoon,several
6940,2024-08-26,Afternoon,delegations
6941,2024-08-26,Afternoon,and
6942,2024-08-26,Afternoon,they
6943,2024-08-26,Afternoon,raised
6944,2024-08-26,Afternoon,several
6945,2024-08-26,Afternoon,questions
6946,2024-08-26,Afternoon,about
6947,2024-08-26,Afternoon,it
6948,2024-08-26,Afternoon,we
6949,2024-08-26,Afternoon,would
6950,2024-08-26,Afternoon,agree
6951,2024-08-26,Afternoon,with
6952,2024-08-26,Afternoon,what
6953,2024-08-26,Afternoon,germany
6954,2024-08-26,Afternoon,has
6955,2024-08-26,Afternoon,said
6956,2024-08-26,Afternoon,as
6957,2024-08-26,Afternoon,well
6958,2024-08-26,Afternoon,as
6959,2024-08-26,Afternoon,other
6960,2024-08-26,Afternoon,delegations
6961,2024-08-26,Afternoon,as
6962,2024-08-26,Afternoon,to
6963,2024-08-26,Afternoon,this
6964,2024-08-26,Afternoon,concept
6965,2024-08-26,Afternoon,of
6966,2024-08-26,Afternoon,nominal
6967,2024-08-26,Afternoon,human
6968,2024-08-26,Afternoon,input
6969,2024-08-26,Afternoon,and
6970,2024-08-26,Afternoon,we
6971,2024-08-26,Afternoon,would
6972,2024-08-26,Afternoon,prefer
6973,2024-08-26,Afternoon,to
6974,2024-08-26,Afternoon,avoid
6975,2024-08-26,Afternoon,that
6976,2024-08-26,Afternoon,concept
6977,2024-08-26,Afternoon,which
6978,2024-08-26,Afternoon,is
6979,2024-08-26,Afternoon,not
6980,2024-08-26,Afternoon,between
6981,2024-08-26,Afternoon,systems
6982,2024-08-26,Afternoon,which
6983,2024-08-26,Afternoon,are
6984,2024-08-26,Afternoon,activated
6985,2024-08-26,Afternoon,in
6986,2024-08-26,Afternoon,a
6987,2024-08-26,Afternoon,specific
6988,2024-08-26,Afternoon,predefined
6989,2024-08-26,Afternoon,framework
6990,2024-08-26,Afternoon,by
6991,2024-08-26,Afternoon,humans
6992,2024-08-26,Afternoon,visavis
6993,2024-08-26,Afternoon,systems
6994,2024-08-26,Afternoon,that
6995,2024-08-26,Afternoon,operate
6996,2024-08-26,Afternoon,outside
6997,2024-08-26,Afternoon,of
6998,2024-08-26,Afternoon,the
6999,2024-08-26,Afternoon,setting
7000,2024-08-26,Afternoon,defined
7001,2024-08-26,Afternoon,by
7002,2024-08-26,Afternoon,humans
7003,2024-08-26,Afternoon,as
7004,2024-08-26,Afternoon,to
7005,2024-08-26,Afternoon,the
7006,2024-08-26,Afternoon,third
7007,2024-08-26,Afternoon,paragraph
7008,2024-08-26,Afternoon,now
7009,2024-08-26,Afternoon,france
7010,2024-08-26,Afternoon,would
7011,2024-08-26,Afternoon,stress
7012,2024-08-26,Afternoon,the
7013,2024-08-26,Afternoon,fact
7014,2024-08-26,Afternoon,that
7015,2024-08-26,Afternoon,systems
7016,2024-08-26,Afternoon,that
7017,2024-08-26,Afternoon,are
7018,2024-08-26,Afternoon,not
7019,2024-08-26,Afternoon,part
7020,2024-08-26,Afternoon,of
7021,2024-08-26,Afternoon,our
7022,2024-08-26,Afternoon,work
7023,2024-08-26,Afternoon,in
7024,2024-08-26,Afternoon,the
7025,2024-08-26,Afternoon,ccw
7026,2024-08-26,Afternoon,are
7027,2024-08-26,Afternoon,autonomous
7028,2024-08-26,Afternoon,systems
7029,2024-08-26,Afternoon,which
7030,2024-08-26,Afternoon,do
7031,2024-08-26,Afternoon,not
7032,2024-08-26,Afternoon,constitute
7033,2024-08-26,Afternoon,weapon
7034,2024-08-26,Afternoon,systems
7035,2024-08-26,Afternoon,low
7036,2024-08-26,Afternoon,level
7037,2024-08-26,Afternoon,systems
7038,2024-08-26,Afternoon,such
7039,2024-08-26,Afternoon,as
7040,2024-08-26,Afternoon,navigation
7041,2024-08-26,Afternoon,data
7042,2024-08-26,Afternoon,collection
7043,2024-08-26,Afternoon,maintaining
7044,2024-08-26,Afternoon,the
7045,2024-08-26,Afternoon,system
7046,2024-08-26,Afternoon,and
7047,2024-08-26,Afternoon,nonautonomous
7048,2024-08-26,Afternoon,systems
7049,2024-08-26,Afternoon,which
7050,2024-08-26,Afternoon,are
7051,2024-08-26,Afternoon,automatized
7052,2024-08-26,Afternoon,in
7053,2024-08-26,Afternoon,that
7054,2024-08-26,Afternoon,regard
7055,2024-08-26,Afternoon,we
7056,2024-08-26,Afternoon,feel
7057,2024-08-26,Afternoon,that
7058,2024-08-26,Afternoon,it
7059,2024-08-26,Afternoon,would
7060,2024-08-26,Afternoon,be
7061,2024-08-26,Afternoon,useful
7062,2024-08-26,Afternoon,to
7063,2024-08-26,Afternoon,specify
7064,2024-08-26,Afternoon,in
7065,2024-08-26,Afternoon,advance
7066,2024-08-26,Afternoon,the
7067,2024-08-26,Afternoon,exclusions
7068,2024-08-26,Afternoon,featuring
7069,2024-08-26,Afternoon,in
7070,2024-08-26,Afternoon,our
7071,2024-08-26,Afternoon,work
7072,2024-08-26,Afternoon,in
7073,2024-08-26,Afternoon,characterization
7074,2024-08-26,Afternoon,we
7075,2024-08-26,Afternoon,would
7076,2024-08-26,Afternoon,like
7077,2024-08-26,Afternoon,to
7078,2024-08-26,Afternoon,recall
7079,2024-08-26,Afternoon,however
7080,2024-08-26,Afternoon,that
7081,2024-08-26,Afternoon,whilst
7082,2024-08-26,Afternoon,this
7083,2024-08-26,Afternoon,is
7084,2024-08-26,Afternoon,not
7085,2024-08-26,Afternoon,part
7086,2024-08-26,Afternoon,of
7087,2024-08-26,Afternoon,our
7088,2024-08-26,Afternoon,discussions
7089,2024-08-26,Afternoon,these
7090,2024-08-26,Afternoon,weapon
7091,2024-08-26,Afternoon,systems
7092,2024-08-26,Afternoon,are
7093,2024-08-26,Afternoon,subject
7094,2024-08-26,Afternoon,to
7095,2024-08-26,Afternoon,international
7096,2024-08-26,Afternoon,humanitarian
7097,2024-08-26,Afternoon,law
7098,2024-08-26,Afternoon,i
7099,2024-08-26,Afternoon,thank
7100,2024-08-26,Afternoon,you
7101,2024-08-26,Afternoon,thank
7102,2024-08-26,Afternoon,you
7103,2024-08-26,Afternoon,chair
7104,2024-08-26,Afternoon,we
7105,2024-08-26,Afternoon,reiterate
7106,2024-08-26,Afternoon,our
7107,2024-08-26,Afternoon,appreciation
7108,2024-08-26,Afternoon,for
7109,2024-08-26,Afternoon,your
7110,2024-08-26,Afternoon,rolling
7111,2024-08-26,Afternoon,text
7112,2024-08-26,Afternoon,which
7113,2024-08-26,Afternoon,offers
7114,2024-08-26,Afternoon,a
7115,2024-08-26,Afternoon,good
7116,2024-08-26,Afternoon,basis
7117,2024-08-26,Afternoon,for
7118,2024-08-26,Afternoon,concrete
7119,2024-08-26,Afternoon,deliberations
7120,2024-08-26,Afternoon,that
7121,2024-08-26,Afternoon,are
7122,2024-08-26,Afternoon,much
7123,2024-08-26,Afternoon,needed
7124,2024-08-26,Afternoon,at
7125,2024-08-26,Afternoon,this
7126,2024-08-26,Afternoon,stage
7127,2024-08-26,Afternoon,as
7128,2024-08-26,Afternoon,a
7129,2024-08-26,Afternoon,general
7130,2024-08-26,Afternoon,comment
7131,2024-08-26,Afternoon,others
7132,2024-08-26,Afternoon,have
7133,2024-08-26,Afternoon,mentioned
7134,2024-08-26,Afternoon,including
7135,2024-08-26,Afternoon,by
7136,2024-08-26,Afternoon,costa
7137,2024-08-26,Afternoon,rica
7138,2024-08-26,Afternoon,and
7139,2024-08-26,Afternoon,switzerland
7140,2024-08-26,Afternoon,we
7141,2024-08-26,Afternoon,join
7142,2024-08-26,Afternoon,in
7143,2024-08-26,Afternoon,suggesting
7144,2024-08-26,Afternoon,to
7145,2024-08-26,Afternoon,delete
7146,2024-08-26,Afternoon,the
7147,2024-08-26,Afternoon,term
7148,2024-08-26,Afternoon,lethal
7149,2024-08-26,Afternoon,which
7150,2024-08-26,Afternoon,has
7151,2024-08-26,Afternoon,no
7152,2024-08-26,Afternoon,basis
7153,2024-08-26,Afternoon,in
7154,2024-08-26,Afternoon,ihl
7155,2024-08-26,Afternoon,as
7156,2024-08-26,Afternoon,clarified
7157,2024-08-26,Afternoon,by
7158,2024-08-26,Afternoon,the
7159,2024-08-26,Afternoon,icrc
7160,2024-08-26,Afternoon,ihl
7161,2024-08-26,Afternoon,protects
7162,2024-08-26,Afternoon,against
7163,2024-08-26,Afternoon,superfluous
7164,2024-08-26,Afternoon,injury
7165,2024-08-26,Afternoon,and
7166,2024-08-26,Afternoon,unnecessary
7167,2024-08-26,Afternoon,suffering
7168,2024-08-26,Afternoon,and
7169,2024-08-26,Afternoon,also
7170,2024-08-26,Afternoon,protects
7171,2024-08-26,Afternoon,objects
7172,2024-08-26,Afternoon,so
7173,2024-08-26,Afternoon,the
7174,2024-08-26,Afternoon,lethal
7175,2024-08-26,Afternoon,qualifier
7176,2024-08-26,Afternoon,is
7177,2024-08-26,Afternoon,inappropriate
7178,2024-08-26,Afternoon,in
7179,2024-08-26,Afternoon,this
7180,2024-08-26,Afternoon,regard
7181,2024-08-26,Afternoon,in
7182,2024-08-26,Afternoon,general
7183,2024-08-26,Afternoon,we
7184,2024-08-26,Afternoon,welcome
7185,2024-08-26,Afternoon,the
7186,2024-08-26,Afternoon,work
7187,2024-08-26,Afternoon,in
7188,2024-08-26,Afternoon,characterization
7189,2024-08-26,Afternoon,in
7190,2024-08-26,Afternoon,your
7191,2024-08-26,Afternoon,text
7192,2024-08-26,Afternoon,which
7193,2024-08-26,Afternoon,aligns
7194,2024-08-26,Afternoon,closely
7195,2024-08-26,Afternoon,with
7196,2024-08-26,Afternoon,the
7197,2024-08-26,Afternoon,proposed
7198,2024-08-26,Afternoon,characterization
7199,2024-08-26,Afternoon,by
7200,2024-08-26,Afternoon,the
7201,2024-08-26,Afternoon,icrc
7202,2024-08-26,Afternoon,because
7203,2024-08-26,Afternoon,it
7204,2024-08-26,Afternoon,focuses
7205,2024-08-26,Afternoon,on
7206,2024-08-26,Afternoon,the
7207,2024-08-26,Afternoon,key
7208,2024-08-26,Afternoon,characteristics
7209,2024-08-26,Afternoon,of
7210,2024-08-26,Afternoon,these
7211,2024-08-26,Afternoon,weapon
7212,2024-08-26,Afternoon,systems
7213,2024-08-26,Afternoon,that
7214,2024-08-26,Afternoon,poses
7215,2024-08-26,Afternoon,unique
7216,2024-08-26,Afternoon,legal
7217,2024-08-26,Afternoon,and
7218,2024-08-26,Afternoon,ethical
7219,2024-08-26,Afternoon,challenges
7220,2024-08-26,Afternoon,we
7221,2024-08-26,Afternoon,would
7222,2024-08-26,Afternoon,suggest
7223,2024-08-26,Afternoon,two
7224,2024-08-26,Afternoon,small
7225,2024-08-26,Afternoon,amendments
7226,2024-08-26,Afternoon,to
7227,2024-08-26,Afternoon,the
7228,2024-08-26,Afternoon,first
7229,2024-08-26,Afternoon,paragraph
7230,2024-08-26,Afternoon,the
7231,2024-08-26,Afternoon,first
7232,2024-08-26,Afternoon,is
7233,2024-08-26,Afternoon,a
7234,2024-08-26,Afternoon,suggestion
7235,2024-08-26,Afternoon,to
7236,2024-08-26,Afternoon,include
7237,2024-08-26,Afternoon,one
7238,2024-08-26,Afternoon,or
7239,2024-08-26,Afternoon,more
7240,2024-08-26,Afternoon,targets
7241,2024-08-26,Afternoon,as
7242,2024-08-26,Afternoon,the
7243,2024-08-26,Afternoon,system
7244,2024-08-26,Afternoon,may
7245,2024-08-26,Afternoon,indeed
7246,2024-08-26,Afternoon,be
7247,2024-08-26,Afternoon,capable
7248,2024-08-26,Afternoon,of
7249,2024-08-26,Afternoon,selecting
7250,2024-08-26,Afternoon,multiple
7251,2024-08-26,Afternoon,targets
7252,2024-08-26,Afternoon,at
7253,2024-08-26,Afternoon,the
7254,2024-08-26,Afternoon,same
7255,2024-08-26,Afternoon,time
7256,2024-08-26,Afternoon,the
7257,2024-08-26,Afternoon,second
7258,2024-08-26,Afternoon,is
7259,2024-08-26,Afternoon,that
7260,2024-08-26,Afternoon,we
7261,2024-08-26,Afternoon,believe
7262,2024-08-26,Afternoon,that
7263,2024-08-26,Afternoon,limiting
7264,2024-08-26,Afternoon,further
7265,2024-08-26,Afternoon,intervention
7266,2024-08-26,Afternoon,to
7267,2024-08-26,Afternoon,a
7268,2024-08-26,Afternoon,single
7269,2024-08-26,Afternoon,human
7270,2024-08-26,Afternoon,operator
7271,2024-08-26,Afternoon,could
7272,2024-08-26,Afternoon,unnecessarily
7273,2024-08-26,Afternoon,limit
7274,2024-08-26,Afternoon,the
7275,2024-08-26,Afternoon,range
7276,2024-08-26,Afternoon,of
7277,2024-08-26,Afternoon,agents
7278,2024-08-26,Afternoon,that
7279,2024-08-26,Afternoon,would
7280,2024-08-26,Afternoon,be
7281,2024-08-26,Afternoon,involved
7282,2024-08-26,Afternoon,and
7283,2024-08-26,Afternoon,thus
7284,2024-08-26,Afternoon,suggest
7285,2024-08-26,Afternoon,amending
7286,2024-08-26,Afternoon,to
7287,2024-08-26,Afternoon,can
7288,2024-08-26,Afternoon,select
7289,2024-08-26,Afternoon,and
7290,2024-08-26,Afternoon,engage
7291,2024-08-26,Afternoon,a
7292,2024-08-26,Afternoon,target
7293,2024-08-26,Afternoon,without
7294,2024-08-26,Afternoon,further
7295,2024-08-26,Afternoon,human
7296,2024-08-26,Afternoon,intervention
7297,2024-08-26,Afternoon,at
7298,2024-08-26,Afternoon,the
7299,2024-08-26,Afternoon,end
7300,2024-08-26,Afternoon,of
7301,2024-08-26,Afternoon,the
7302,2024-08-26,Afternoon,paragraph
7303,2024-08-26,Afternoon,we
7304,2024-08-26,Afternoon,welcome
7305,2024-08-26,Afternoon,the
7306,2024-08-26,Afternoon,second
7307,2024-08-26,Afternoon,paragraph
7308,2024-08-26,Afternoon,under
7309,2024-08-26,Afternoon,characterization
7310,2024-08-26,Afternoon,which
7311,2024-08-26,Afternoon,helps
7312,2024-08-26,Afternoon,to
7313,2024-08-26,Afternoon,clarify
7314,2024-08-26,Afternoon,the
7315,2024-08-26,Afternoon,weapon
7316,2024-08-26,Afternoon,systems
7317,2024-08-26,Afternoon,under
7318,2024-08-26,Afternoon,consideration
7319,2024-08-26,Afternoon,in
7320,2024-08-26,Afternoon,particular
7321,2024-08-26,Afternoon,with
7322,2024-08-26,Afternoon,regard
7323,2024-08-26,Afternoon,to
7324,2024-08-26,Afternoon,nominal
7325,2024-08-26,Afternoon,human
7326,2024-08-26,Afternoon,input
7327,2024-08-26,Afternoon,which
7328,2024-08-26,Afternoon,we
7329,2024-08-26,Afternoon,would
7330,2024-08-26,Afternoon,prefer
7331,2024-08-26,Afternoon,to
7332,2024-08-26,Afternoon,retain
7333,2024-08-26,Afternoon,in
7334,2024-08-26,Afternoon,this
7335,2024-08-26,Afternoon,text
7336,2024-08-26,Afternoon,where
7337,2024-08-26,Afternoon,appropriate
7338,2024-08-26,Afternoon,and
7339,2024-08-26,Afternoon,echo
7340,2024-08-26,Afternoon,switzerlands
7341,2024-08-26,Afternoon,comments
7342,2024-08-26,Afternoon,in
7343,2024-08-26,Afternoon,this
7344,2024-08-26,Afternoon,regard
7345,2024-08-26,Afternoon,i
7346,2024-08-26,Afternoon,also
7347,2024-08-26,Afternoon,think
7348,2024-08-26,Afternoon,the
7349,2024-08-26,Afternoon,second
7350,2024-08-26,Afternoon,half
7351,2024-08-26,Afternoon,of
7352,2024-08-26,Afternoon,that
7353,2024-08-26,Afternoon,paragraph
7354,2024-08-26,Afternoon,helps
7355,2024-08-26,Afternoon,to
7356,2024-08-26,Afternoon,clarify
7357,2024-08-26,Afternoon,exactly
7358,2024-08-26,Afternoon,what
7359,2024-08-26,Afternoon,is
7360,2024-08-26,Afternoon,meant
7361,2024-08-26,Afternoon,by
7362,2024-08-26,Afternoon,nominal
7363,2024-08-26,Afternoon,human
7364,2024-08-26,Afternoon,input
7365,2024-08-26,Afternoon,we
7366,2024-08-26,Afternoon,believe
7367,2024-08-26,Afternoon,that
7368,2024-08-26,Afternoon,human
7369,2024-08-26,Afternoon,control
7370,2024-08-26,Afternoon,could
7371,2024-08-26,Afternoon,be
7372,2024-08-26,Afternoon,included
7373,2024-08-26,Afternoon,at
7374,2024-08-26,Afternoon,the
7375,2024-08-26,Afternoon,end
7376,2024-08-26,Afternoon,of
7377,2024-08-26,Afternoon,the
7378,2024-08-26,Afternoon,second
7379,2024-08-26,Afternoon,paragraph
7380,2024-08-26,Afternoon,which
7381,2024-08-26,Afternoon,in
7382,2024-08-26,Afternoon,our
7383,2024-08-26,Afternoon,view
7384,2024-08-26,Afternoon,better
7385,2024-08-26,Afternoon,encapsulates
7386,2024-08-26,Afternoon,human
7387,2024-08-26,Afternoon,involvement
7388,2024-08-26,Afternoon,and
7389,2024-08-26,Afternoon,judgment
7390,2024-08-26,Afternoon,towards
7391,2024-08-26,Afternoon,the
7392,2024-08-26,Afternoon,end
7393,2024-08-26,Afternoon,of
7394,2024-08-26,Afternoon,the
7395,2024-08-26,Afternoon,sentence
7396,2024-08-26,Afternoon,we
7397,2024-08-26,Afternoon,also
7398,2024-08-26,Afternoon,welcome
7399,2024-08-26,Afternoon,the
7400,2024-08-26,Afternoon,further
7401,2024-08-26,Afternoon,clarification
7402,2024-08-26,Afternoon,of
7403,2024-08-26,Afternoon,the
7404,2024-08-26,Afternoon,weapons
7405,2024-08-26,Afternoon,that
7406,2024-08-26,Afternoon,we
7407,2024-08-26,Afternoon,are
7408,2024-08-26,Afternoon,not
7409,2024-08-26,Afternoon,discussing
7410,2024-08-26,Afternoon,here
7411,2024-08-26,Afternoon,and
7412,2024-08-26,Afternoon,which
7413,2024-08-26,Afternoon,are
7414,2024-08-26,Afternoon,appropriately
7415,2024-08-26,Afternoon,addressed
7416,2024-08-26,Afternoon,under
7417,2024-08-26,Afternoon,other
7418,2024-08-26,Afternoon,relevant
7419,2024-08-26,Afternoon,legally
7420,2024-08-26,Afternoon,binding
7421,2024-08-26,Afternoon,instruments
7422,2024-08-26,Afternoon,we
7423,2024-08-26,Afternoon,take
7424,2024-08-26,Afternoon,into
7425,2024-08-26,Afternoon,account
7426,2024-08-26,Afternoon,the
7427,2024-08-26,Afternoon,comments
7428,2024-08-26,Afternoon,just
7429,2024-08-26,Afternoon,made
7430,2024-08-26,Afternoon,by
7431,2024-08-26,Afternoon,the
7432,2024-08-26,Afternoon,us
7433,2024-08-26,Afternoon,delegation
7434,2024-08-26,Afternoon,overall
7435,2024-08-26,Afternoon,the
7436,2024-08-26,Afternoon,working
7437,2024-08-26,Afternoon,characterization
7438,2024-08-26,Afternoon,is
7439,2024-08-26,Afternoon,a
7440,2024-08-26,Afternoon,valuable
7441,2024-08-26,Afternoon,starting
7442,2024-08-26,Afternoon,point
7443,2024-08-26,Afternoon,for
7444,2024-08-26,Afternoon,negotiations
7445,2024-08-26,Afternoon,but
7446,2024-08-26,Afternoon,we
7447,2024-08-26,Afternoon,reiterate
7448,2024-08-26,Afternoon,that
7449,2024-08-26,Afternoon,further
7450,2024-08-26,Afternoon,common
7451,2024-08-26,Afternoon,understandings
7452,2024-08-26,Afternoon,or
7453,2024-08-26,Afternoon,specific
7454,2024-08-26,Afternoon,definitions
7455,2024-08-26,Afternoon,can
7456,2024-08-26,Afternoon,and
7457,2024-08-26,Afternoon,should
7458,2024-08-26,Afternoon,be
7459,2024-08-26,Afternoon,discussed
7460,2024-08-26,Afternoon,under
7461,2024-08-26,Afternoon,negotiation
7462,2024-08-26,Afternoon,mandate
7463,2024-08-26,Afternoon,thank
7464,2024-08-26,Afternoon,you
7465,2024-08-26,Afternoon,chair
7466,2024-08-26,Afternoon,thank
7467,2024-08-26,Afternoon,you
7468,2024-08-26,Afternoon,chair
7469,2024-08-26,Afternoon,we
7470,2024-08-26,Afternoon,continue
7471,2024-08-26,Afternoon,to
7472,2024-08-26,Afternoon,believe
7473,2024-08-26,Afternoon,that
7474,2024-08-26,Afternoon,we
7475,2024-08-26,Afternoon,can
7476,2024-08-26,Afternoon,adopt
7477,2024-08-26,Afternoon,a
7478,2024-08-26,Afternoon,functional
7479,2024-08-26,Afternoon,approach
7480,2024-08-26,Afternoon,when
7481,2024-08-26,Afternoon,it
7482,2024-08-26,Afternoon,comes
7483,2024-08-26,Afternoon,to
7484,2024-08-26,Afternoon,characterization
7485,2024-08-26,Afternoon,and
7486,2024-08-26,Afternoon,definitions
7487,2024-08-26,Afternoon,of
7488,2024-08-26,Afternoon,laws
7489,2024-08-26,Afternoon,and
7490,2024-08-26,Afternoon,that
7491,2024-08-26,Afternoon,it
7492,2024-08-26,Afternoon,would
7493,2024-08-26,Afternoon,be
7494,2024-08-26,Afternoon,consistent
7495,2024-08-26,Afternoon,with
7496,2024-08-26,Afternoon,the
7497,2024-08-26,Afternoon,examples
7498,2024-08-26,Afternoon,of
7499,2024-08-26,Afternoon,existing
7500,2024-08-26,Afternoon,protocols
7501,2024-08-26,Afternoon,of
7502,2024-08-26,Afternoon,the
7503,2024-08-26,Afternoon,convention
7504,2024-08-26,Afternoon,as
7505,2024-08-26,Afternoon,well
7506,2024-08-26,Afternoon,which
7507,2024-08-26,Afternoon,we
7508,2024-08-26,Afternoon,have
7509,2024-08-26,Afternoon,highlighted
7510,2024-08-26,Afternoon,in
7511,2024-08-26,Afternoon,the
7512,2024-08-26,Afternoon,past
7513,2024-08-26,Afternoon,occasions
7514,2024-08-26,Afternoon,as
7515,2024-08-26,Afternoon,well
7516,2024-08-26,Afternoon,if
7517,2024-08-26,Afternoon,we
7518,2024-08-26,Afternoon,look
7519,2024-08-26,Afternoon,at
7520,2024-08-26,Afternoon,protocols
7521,2024-08-26,Afternoon,1
7522,2024-08-26,Afternoon,and
7523,2024-08-26,Afternoon,4
7524,2024-08-26,Afternoon,we
7525,2024-08-26,Afternoon,note
7526,2024-08-26,Afternoon,that
7527,2024-08-26,Afternoon,they
7528,2024-08-26,Afternoon,cover
7529,2024-08-26,Afternoon,only
7530,2024-08-26,Afternoon,the
7531,2024-08-26,Afternoon,effects
7532,2024-08-26,Afternoon,design
7533,2024-08-26,Afternoon,and
7534,2024-08-26,Afternoon,functions
7535,2024-08-26,Afternoon,of
7536,2024-08-26,Afternoon,the
7537,2024-08-26,Afternoon,systems
7538,2024-08-26,Afternoon,that
7539,2024-08-26,Afternoon,they
7540,2024-08-26,Afternoon,cover
7541,2024-08-26,Afternoon,in
7542,2024-08-26,Afternoon,fact
7543,2024-08-26,Afternoon,the
7544,2024-08-26,Afternoon,title
7545,2024-08-26,Afternoon,of
7546,2024-08-26,Afternoon,protocol
7547,2024-08-26,Afternoon,1
7548,2024-08-26,Afternoon,itself
7549,2024-08-26,Afternoon,is
7550,2024-08-26,Afternoon,relating
7551,2024-08-26,Afternoon,to
7552,2024-08-26,Afternoon,the
7553,2024-08-26,Afternoon,effects
7554,2024-08-26,Afternoon,of
7555,2024-08-26,Afternoon,those
7556,2024-08-26,Afternoon,weapon
7557,2024-08-26,Afternoon,systems
7558,2024-08-26,Afternoon,so
7559,2024-08-26,Afternoon,we
7560,2024-08-26,Afternoon,approach
7561,2024-08-26,Afternoon,the
7562,2024-08-26,Afternoon,topic
7563,2024-08-26,Afternoon,of
7564,2024-08-26,Afternoon,characterization
7565,2024-08-26,Afternoon,of
7566,2024-08-26,Afternoon,laws
7567,2024-08-26,Afternoon,in
7568,2024-08-26,Afternoon,the
7569,2024-08-26,Afternoon,same
7570,2024-08-26,Afternoon,context
7571,2024-08-26,Afternoon,we
7572,2024-08-26,Afternoon,believe
7573,2024-08-26,Afternoon,that
7574,2024-08-26,Afternoon,we
7575,2024-08-26,Afternoon,have
7576,2024-08-26,Afternoon,built
7577,2024-08-26,Afternoon,a
7578,2024-08-26,Afternoon,lot
7579,2024-08-26,Afternoon,of
7580,2024-08-26,Afternoon,convergence
7581,2024-08-26,Afternoon,in
7582,2024-08-26,Afternoon,our
7583,2024-08-26,Afternoon,past
7584,2024-08-26,Afternoon,meeting
7585,2024-08-26,Afternoon,on
7586,2024-08-26,Afternoon,this
7587,2024-08-26,Afternoon,and
7588,2024-08-26,Afternoon,we
7589,2024-08-26,Afternoon,are
7590,2024-08-26,Afternoon,hopeful
7591,2024-08-26,Afternoon,that
7592,2024-08-26,Afternoon,we
7593,2024-08-26,Afternoon,can
7594,2024-08-26,Afternoon,reach
7595,2024-08-26,Afternoon,provisional
7596,2024-08-26,Afternoon,consensus
7597,2024-08-26,Afternoon,on
7598,2024-08-26,Afternoon,the
7599,2024-08-26,Afternoon,issue
7600,2024-08-26,Afternoon,of
7601,2024-08-26,Afternoon,characterization
7602,2024-08-26,Afternoon,of
7603,2024-08-26,Afternoon,laws
7604,2024-08-26,Afternoon,if
7605,2024-08-26,Afternoon,we
7606,2024-08-26,Afternoon,aim
7607,2024-08-26,Afternoon,for
7608,2024-08-26,Afternoon,that
7609,2024-08-26,Afternoon,during
7610,2024-08-26,Afternoon,this
7611,2024-08-26,Afternoon,session
7612,2024-08-26,Afternoon,in
